,longitude,elevation
385,-107.97144076,993.579711914
386,-120.952820297,678.997741699
387,-107.004364118,1186.28942871
388,-73.7449949694,48.3734359741
389,-108.89962743,1034.8359375
390,-102.771361271,882.787841797
391,-115.950383739,1043.25524902
392,-115.349424934,1409.75805664
393,-94.3263530001,342.518737793
394,-112.503385213,1673.50793457
395,-120.021214471,324.314788818
396,-105.814786192,1470.99401855
397,-88.5095492533,283.472320557
398,-106.426083427,1315.08679199
399,-112.754421933,1429.56860352
400,-91.3458828109,318.056182861
401,-89.3378137849,273.748931885
402,-102.360805486,751.572998047
403,-107.348628728,1153.57507324
404,-114.172023232,958.504943848
405,-100.772364969,714.182678223
406,-115.707179241,1515.2298584
407,-86.6493483764,261.058624268
408,-102.521174484,850.043579102
409,-112.758540153,1462.14978027
410,-119.083338677,389.251342773
411,-77.5678655655,205.617370605
412,-111.803491627,1549.86291504
413,-120.393792799,505.069244385
414,-98.3936400562,445.410400391
415,-83.1416561358,181.129135132
416,-90.7425165291,260.699005127
417,-84.1436699227,237.864746094
418,-83.4616629715,192.443664551
419,-82.5800711402,181.964004517
420,-116.566948412,868.475158691
421,-93.6059492038,371.123901367
422,-101.364890668,736.045776367
423,-72.2652812416,133.108718872
424,-79.6471779043,216.878158569
425,-107.090201513,1187.06079102
426,-74.2570125805,178.041229248
427,-90.6300267423,314.203460693
428,-71.02587,3.27819776535
429,-99.9296783895,538.360961914
430,-108.218984793,1079.13220215
431,-98.1536155174,412.815887451
432,-78.9815262241,220.218811035
433,-105.34547813,1350.27392578
434,-88.3960762611,274.912353516
435,-116.804645401,664.092834473
436,-121.71977575,258.069671631
437,-89.0573914726,254.234313965
438,-100.410937556,643.202209473
439,-115.230669881,1241.44836426
440,-80.7562387751,259.793731689
441,-85.5150074877,256.804382324
442,-117.428392028,624.034973145
443,-116.194566163,705.111816406
444,-87.1960905751,189.9402771
445,-88.9562832633,243.079437256
446,-92.0596462008,384.91015625
447,-83.6853478875,193.897857666
448,-75.0148848119,244.02041626
449,-78.7387835674,210.932937622
450,-80.6559281934,245.886398315
451,-96.1260815975,453.503540039
452,-95.4065684194,448.682342529
453,-87.6657540423,180.480728149
454,-79.7419258402,250.867050171
455,-93.7260257904,351.34664917
456,-91.6983461985,368.768157959
457,-99.6896791136,546.875732422
458,-72.3815728902,123.197761536
459,-100.049724563,541.040222168
460,-97.1982832461,456.053466797
461,-112.732065965,1406.13342285
462,-75.8220009837,121.236434937
463,-102.530832688,816.381774902
464,-74.1418859635,154.899749756
465,-119.714761816,357.350585938
466,-110.068917995,1263.91784668
467,-109.836068745,1209.08984375
468,-100.65189772,687.547058105
469,-87.5219205285,183.426025391
470,-88.6213597362,248.62550354
471,-112.050850996,1421.60009766
472,-81.0760884661,250.706817627
473,-99.108894546,498.873626709
474,-118.955879036,406.652160645
475,-117.72882789,712.046508789
476,-113.034735648,1281.32617188
477,-74.3721073526,110.730270386
478,-111.680823077,1386.75402832
479,-93.2461000267,380.005126953
480,-89.0278377401,273.298950195
481,-87.3107966522,184.625442505
482,-112.776708239,1455.96655273
483,-87.9500479441,205.094100952
484,-95.7664844899,505.363616943
485,-82.6936270617,212.51234436
486,-103.241307188,1088.08435059
487,-97.0826767265,496.60546875
488,-113.955601361,1111.86877441
489,-78.8998455271,230.315124512
490,-89.9935954092,279.036560059
491,-114.639438706,976.884643555
492,-110.537174093,1362.63708496
493,-96.7248563413,435.361694336
494,-78.158541441,274.596557617
495,-117.640352868,740.535217285
496,-110.660036675,1602.36157227
497,-91.8187280008,368.911224365
498,-94.9265461668,428.998138428
499,-121.18115315,679.575073242
