,longitude,elevation
0,-91.0485533059,9.98614501953
1,-114.728240511,119.556587219
2,-92.5068344674,6.73078298569
3,-88.8061202932,7.06019973755
4,-83.9020369766,65.8915863037
5,-110.28628374,1076.27380371
6,-104.713620994,1196.55175781
7,-90.6761449898,0.461410194635
8,-113.573697203,422.098419189
9,-95.9449128271,52.9541664124
10,-87.0153776854,0.830724418163
11,-116.812069303,596.48840332
12,-83.2715112152,32.650478363
13,-91.4128005174,3.4586391449
14,-106.62267683,1171.30847168
15,-96.8189657368,108.275215149
16,-108.035731981,1356.55969238
17,-90.5972550311,0.237342089415
18,-96.1048232512,48.5314979553
19,-103.914179499,1082.80187988
20,-106.891870936,1292.94384766
21,-85.29341851,45.5639076233
22,-83.1921026168,17.0309333801
23,-104.227594499,1278.93322754
24,-84.6116580869,56.4296073914
25,-91.7978152381,5.11824083328
26,-81.8446901002,18.2254962921
27,-98.5591977968,285.760559082
28,-116.563378609,228.324981689
29,-112.026147091,337.901947021
30,-103.516838883,921.617797852
31,-98.5224845311,224.370162964
32,-102.004112727,761.105407715
33,-106.692039853,1190.4987793
34,-86.7214280225,52.5741462708
35,-116.645011877,383.735656738
36,-93.0700300028,5.19881486893
37,-109.959434183,1305.89440918
38,-88.9674297252,0.658008098602
39,-86.2421792097,74.7287216187
40,-97.377829651,104.691711426
41,-103.036276632,944.226318359
42,-81.68566,4.72558164597
43,-108.116934352,1377.05944824
44,-111.812918075,400.518981934
45,-98.1531583453,190.617645264
46,-106.653859824,1173.9810791
47,-109.486928588,1150.86877441
48,-99.649495597,586.161132812
49,-91.9516500431,5.78579235077
50,-102.55190024,880.416381836
51,-117.174305962,433.424041748
52,-115.382557276,279.302642822
53,-116.423053137,83.9147109985
54,-94.094103975,0.910589933395
55,-95.2236612477,7.77806615829
56,-84.0618257355,31.7383861542
57,-110.94862611,760.622741699
58,-84.8325981779,48.7453689575
59,-106.184435153,1145.65087891
60,-84.1424426286,33.7638587952
61,-89.2037523499,12.2557411194
62,-111.552110443,478.118652344
63,-98.592384631,315.334228516
64,-90.3741314126,0.316073596478
65,-111.857926312,366.423309326
66,-113.245582755,396.789978027
67,-94.9872818755,9.60556793213
68,-114.149429594,338.454498291
69,-99.2591095321,629.510986328
70,-108.792556737,1319.52880859
71,-90.5183867662,0.307013809681
72,-111.62159713,462.440307617
73,-108.640456942,1279.57043457
74,-111.305159871,580.701599121
75,-100.457015277,712.379455566
76,-89.438087334,3.34952521324
77,-91.1738418896,14.8701839447
78,-96.1847669179,61.8969116211
79,-94.1923962691,5.76923704147
80,-114.067060198,497.80380249
81,-109.327008902,1104.02661133
82,-85.3729986605,44.221321106
83,-100.38129929,694.842163086
84,-110.528424287,1144.87512207
85,-111.363476588,550.091552734
86,-106.580670172,1198.70483398
87,-114.396496148,268.842681885
88,-106.077495598,1153.38476562
89,-102.312267259,792.013000488
90,-92.0261402086,13.5028924942
91,-89.1254378489,8.80266475677
92,-95.3839215164,15.7701215744
93,-102.875071272,902.897644043
94,-81.7651842037,7.86341762543
95,-89.2820400472,18.9206027985
96,-110.132699164,1358.50061035
97,-111.670601741,444.599639893
